id,courseCode,courseName,credits,campus,school,subject,courseDescription,coursePrerequisite,offeredJointlyWith,quarters,genEdReq,curriculum,overlappingCourses,createdAt,updatedAt
849c043d-1106-449b-9ab5-fb0b5583cc79,B BUS 600,Independent Study or Research,1-4,bothell,School of Business,Business Administration (Bothell Campus) (B BUS),Independent study or research on business topics conducted under the direction of one or more instructors.,None,,"{""Winter 2026""}",None,"BUSINESS ADMINISTRATION (BOTHELL CAMPUS), bothell campus",,2025-10-28 05:07:44.551,2025-10-28 05:50:57.099
a85c7750-2b23-4de1-96cd-8510dde93b3d,B BECN 458,Risk Modeling,5,bothell,School of Business,Business Economics (Bothell Campus) (B BECN),"Focuses on the allocation and pricing of risk, analyzing what motivates economic agents to trade, how they manage risky endowments, and how financial assets are used for investment decisions to hedge risk. Includes analysis of how insurance premiums, stocks, bonds, and option prices are determined.",B BECN 302.,B BUS 458,"{""Winter 2026""}",(RSN) Reasoning,"BUSINESS ECONOMICS (BOTHELL CAMPUS), bothell campus",,2025-10-28 05:07:45.297,2025-10-28 05:50:57.824
2825b8b2-6fcb-433b-b4b9-064555354d87,B EDUC 310,"Theories of Learning, Culture, and Identity",5,bothell,School of Educational Studies,Education (Bothell Campus) (B EDUC),"Introduces theories of learning based on psychology, child development, anthropology, and social justice. Examines how learning theories are applied to teaching, assessment, and educational policy. Explores how culture and identity are tied to learning.",None,,"{""Winter 2026""}",(SSc) Social Science,"EDUCATION (BOTHELL CAMPUS), bothell campus",T EDUC 402,2025-10-28 05:07:47.884,2025-10-28 05:51:00.354
6dcc8eed-0116-4b66-a16e-423486279cd1,B EDUC 340,STEAM Education,3,bothell,School of Educational Studies,Education (Bothell Campus) (B EDUC),"Explores the idea that concepts integral to science, technology, engineering, and math deeply overlap with integral concepts in art. Examines how art can be incorporated into STEM curricular goals, and how to develop culturally responsive practices in STEAM pedagogy.",None,,"{""Winter 2026""}",None,"EDUCATION (BOTHELL CAMPUS), bothell campus",,2025-10-28 05:07:48.106,2025-10-28 05:51:00.574
3f475d22-d3d3-41f6-82eb-27052a4b57e2,B EDUC 391,Special Topics in Education,1-5,bothell,School of Educational Studies,Education (Bothell Campus) (B EDUC),Explores perspectives on educational policy and practice.,None,,"{""Winter 2026""}",None,"EDUCATION (BOTHELL CAMPUS), bothell campus",,2025-10-28 05:07:48.334,2025-10-28 05:51:00.788
331f3703-1a26-467c-9601-2deb29d5453f,B EDUC 392,Independent Study,1-5,bothell,School of Educational Studies,Education (Bothell Campus) (B EDUC),Faculty supervised readings and activities in areas of special interest for individual students.,None,,"{""Winter 2026""}",None,"EDUCATION (BOTHELL CAMPUS), bothell campus",,2025-10-28 05:07:48.561,2025-10-28 05:51:01.002
30362a09-878e-40a7-9b0b-de1731abe1e5,B EDUC 399,Capstone Introductory Seminar,3,bothell,School of Educational Studies,Education (Bothell Campus) (B EDUC),Focuses on learning how to develop and compile a critically reflective learning portfolio for the capstone project. The course enhances critical inquiry and self-reflection as well as refining writing and collaborative skills.,B EDUC 205; B EDUC 210; B EDUC 300; and B EDUC 310.,,"{""Winter 2026""}",None,"EDUCATION (BOTHELL CAMPUS), bothell campus",,2025-10-28 05:07:48.864,2025-10-28 05:51:01.289
f7d113c0-f4c5-4700-af1d-e0fde2c7c7b6,B EDUC 403,Introduction to Special Education,5,bothell,School of Educational Studies,Education (Bothell Campus) (B EDUC),"Introduces basic knowledge for facilitating the success of all children in general education classrooms, with an emphasis on children who receive special education services. Discusses various disabilities, variations in development, the history and legislation around inclusive education, referral, differentiation, and the general education teachers' role.",None,,"{""Winter 2026""}",None,"EDUCATION (BOTHELL CAMPUS), bothell campus",EDSPE 304 and T EDUC 449,2025-10-28 05:07:49.085,2025-10-28 05:51:01.505
52aeda26-175a-419e-92e5-2a133823c7e4,B EDUC 423,"Knowing, Teaching, Assessing in Health, Fitness and Issues of Abuse",3,bothell,School of Educational Studies,Education (Bothell Campus) (B EDUC),"Examines health and fitness as it relates to children's development of responsibility health promoting behaviors; how to identify physical, emotional, sexual, and substance abuse; teacher report responsibilities; and methods of teaching about abuse/prevention. Open to Bothell Teacher Certification Program students only.",None,,"{""Winter 2026""}",None,"EDUCATION (BOTHELL CAMPUS), bothell campus",,2025-10-28 05:07:49.299,2025-10-28 05:51:01.718
5d4310f2-1c4f-4943-910d-df37eda625a3,B EDUC 425,Reflections on Professional Practice Seminar,1-5,bothell,School of Educational Studies,Education (Bothell Campus) (B EDUC),Reflections on field work in educational settings.,None,,"{""Winter 2026""}",None,"EDUCATION (BOTHELL CAMPUS), bothell campus",,2025-10-28 05:07:49.524,2025-10-28 05:51:01.931
0819991f-8952-46e2-92d7-ec64fa7e3326,B EDUC 435,Student Teaching,2-15,bothell,School of Educational Studies,Education (Bothell Campus) (B EDUC),"Field experience in K-8 public school classroom part-time or full-time. Supervised placement transitions from observing, assisting, co-teaching, to assuming all facets of the teaching role.",B EDUC 240; B EDUC 241; B EDUC 340; B EDUC 402; B EDUC 403; B EDUC 423; and B EDUC 441.,,"{""Winter 2026""}",None,"EDUCATION (BOTHELL CAMPUS), bothell campus",,2025-10-28 05:07:49.748,2025-10-28 05:51:02.148
ffb27896-8ee7-4e62-ad05-9042fc1f1900,B EDUC 438,Teaching and Learning Tribal Sovereignty,5,bothell,School of Educational Studies,Education (Bothell Campus) (B EDUC),"Introduces students in UWB's School of Educational Studies to essential understandings of tribal sovereignty, Indigenous histories and cultures, and Indigenous education policies and movements as they begin their work as educators in the state of Washington.",None,,"{""Winter 2026""}","(DIV) Diversity, (SSc) Social Science","EDUCATION (BOTHELL CAMPUS), bothell campus",T EDUC 474,2025-10-28 05:07:49.969,2025-10-28 05:51:02.365
8f9be3c2-f914-4d5e-ab18-35708c6e7b08,B EDUC 441,"Second Language Acquisition, Bilingual Education, and the Structure of English",5,bothell,School of Educational Studies,Education (Bothell Campus) (B EDUC),"Focuses on theories in second language acquisition, bilingual education, and the structure of English. Topics include research, practice, and connections between language, literacy, cultural tradition, identity, and education in preparation for teaching ELL's in general education of classes specifically for ELL's.",None,,"{""Winter 2026""}","(DIV) Diversity, (SSc) Social Science","EDUCATION (BOTHELL CAMPUS), bothell campus",,2025-10-28 05:07:50.192,2025-10-28 05:51:02.58
0ad8821c-df3a-4f42-971e-85b7ae3702ff,B EDUC 442,"Curriculum, Instruction, and Assessment in ESOL",5,bothell,School of Educational Studies,Education (Bothell Campus) (B EDUC),"Introduces curriculum, instruction, and assessment for teaching English for Speakers of Other Languages (ESOL). Required for ESOL Endorsement.",B EDUC 441,,"{""Winter 2026""}",None,"EDUCATION (BOTHELL CAMPUS), bothell campus",,2025-10-28 05:07:50.415,2025-10-28 05:51:02.799
1c769101-c096-4735-ba2b-00969b566258,B EDUC 300,Research and Educational Knowledge,5,bothell,School of Educational Studies,Education (Bothell Campus) (B EDUC),"Develops critical literacy of educational research. Explores issues of subjectivity and objectivity, political implications of research, standpoint of researcher, participatory action research, bringing self into study of education, and limits and benefits of qualitative and quantitative forms of inquiry in educational research.",None,,"{""Winter 2026""}",(W) Additional Writing - see section details below,"EDUCATION (BOTHELL CAMPUS), bothell campus",EDUC 315,2025-10-28 05:07:47.663,2025-10-28 05:51:00.133
aa06f6b5-1853-4aed-b04c-7cf44d7eeb70,B EDUC 481,Adolescent Development,5,bothell,School of Educational Studies,Education (Bothell Campus) (B EDUC),"Provides an examination of specific theories, concepts, and methods related to adolescence. Explores a wide range of topics including: cognitive development, moral development, identity formation, gender role, social relationships, and the effects of culture and schooling on adolescent development.",None,,"{""Winter 2026""}",(SSc) Social Science,"EDUCATION (BOTHELL CAMPUS), bothell campus",EDPSY 404,2025-10-28 05:07:51.076,2025-10-28 05:51:03.44
795b3cc6-83c4-445e-b546-2e26fe6de26d,B EDUC 482,Assessment in Special and Inclusive Education,5,bothell,School of Educational Studies,Education (Bothell Campus) (B EDUC),"Introduces assessment for individuals in low incidence, high incidence, and early childhood special education programs. Focuses on principals, administration, and interpretation of legally mandated and high quality formal and informal assessments. Includes practice of scoring, interpreting computer scoring, interpretation, and writing summary reports.",B EDUC 403,,"{""Winter 2026""}",(DIV) Diversity,"EDUCATION (BOTHELL CAMPUS), bothell campus",,2025-10-28 05:07:51.3,2025-10-28 05:51:03.653
9747f7d7-f888-4c70-a342-6d5814d50638,B EDUC 495,Applied Experience in Educational Studies,2-5,bothell,School of Educational Studies,Education (Bothell Campus) (B EDUC),"The Applied Experience is designed to integrate the knowledge and skills cultivated in Educational Studies coursework, an experience in an educational setting, and collaborative self-reflection on the challenges and opportunities of education in diverse settings.","B EDUC 399, which may be taken concurrently.",,"{""Winter 2026""}",None,"EDUCATION (BOTHELL CAMPUS), bothell campus",EDC&I 450,2025-10-28 05:07:51.522,2025-10-28 05:51:03.868
c4c3cfb4-5d64-40c6-b452-b083b33a7534,B EDUC 501,Inquiry in Education,5,bothell,School of Educational Studies,Education (Bothell Campus) (B EDUC),"Introduces tools for looking closely at classrooms and professional practice. Explores a professional question through gathering information, collegial discussion with their peers, and readings that offer multiple perspectives.",None,,"{""Winter 2026""}",None,"EDUCATION (BOTHELL CAMPUS), bothell campus",,2025-10-28 05:07:51.966,2025-10-28 05:51:04.317
52582a6f-7beb-4e9e-b41e-7086a5d3b273,B EDUC 542,"Curriculum, Instruction, and Assessment in English for Speakers of Other Languages",5,bothell,School of Educational Studies,Education (Bothell Campus) (B EDUC),"Participants develop curriculum, instruction, and assessment for speakers of other languages learning in English at any level. Emphasizes support of language and content development in general education classrooms. Required course in ELL endorsement program.",B EDUC 541.,,"{""Winter 2026""}",None,"EDUCATION (BOTHELL CAMPUS), bothell campus",,2025-10-28 05:07:52.188,2025-10-28 05:51:04.552
40e3837a-8f69-4b3d-b016-a9d7c3737b09,B EDUC 550,Critical Pedagogy,5,bothell,School of Educational Studies,Education (Bothell Campus) (B EDUC),"Explores power in educational contexts with respect to knowledge production, instructional practice, and the purposes of education.",None,,"{""Winter 2026""}",None,"EDUCATION (BOTHELL CAMPUS), bothell campus",,2025-10-28 05:07:52.416,2025-10-28 05:51:04.766
351a9f14-62b3-46f4-bb0d-eb9400afa6f5,B EDUC 591,Special Topics in Education,1-5,bothell,School of Educational Studies,Education (Bothell Campus) (B EDUC),None,None,,"{""Winter 2026""}",None,"EDUCATION (BOTHELL CAMPUS), bothell campus",,2025-10-28 05:07:52.639,2025-10-28 05:51:04.979
0f63ba28-5b74-4691-a599-062b24e57d54,B EDUC 592,Independent Study,1-6,bothell,School of Educational Studies,Education (Bothell Campus) (B EDUC),Faculty-supervised readings and research in areas of special interest for individual students.,None,,"{""Winter 2026""}",None,"EDUCATION (BOTHELL CAMPUS), bothell campus",,2025-10-28 05:07:52.861,2025-10-28 05:51:05.191
d3119b0f-09c3-4316-b1f9-8475581d2b8d,LEDE 510,Personal Leadership for Schools,2-6,bothell,School of Educational Studies,Leadership Development for Educators (LEDE),"Helps principal candidate develop the personal qualities and commitments associated with successful school leadership. Focuses on leadership theories, professional knowledge and ethics, and strategies for continued learning in professional practice.",None,,"{""Winter 2026""}",None,"LEADERSHIP DEVELOPMENT FOR EDUCATORS, bothell campus",,2025-10-28 05:07:53.178,2025-10-28 05:51:05.477
ee18c9b2-0fd4-4910-9026-ff72ecc324c9,LEDE 540,Leading Schools as Continuously Renewing Organizations,2-6,bothell,School of Educational Studies,Leadership Development for Educators (LEDE),Helps principal candidates lead an effective and continually improving organization. Builds understanding of school managerial responsibilities as well as more complex tasks of assessing school needs and developing theories of action that focus daily work on desired school outcomes.,None,,"{""Winter 2026""}",None,"LEADERSHIP DEVELOPMENT FOR EDUCATORS, bothell campus",,2025-10-28 05:07:53.403,2025-10-28 05:51:05.695
